image_id,address,latitude,longitude,street,city,state,country
GQSMWEDADNNKIAVQLGUVWMZVCGVKMY,"Chicago Riverwalk, 435 E, Chicago Riverwalk, Chicago, IL 60601",41.8894,-87.6217,"Chicago Riverwalk, 435 E, Chicago Riverwalk",Chicago,IL,USA
ZTOXMEIHOBBEYVSZZZDYNBIXVAQUGB,"Azumabashi, Sumida-ku, Tokyo, 130-0001",35.7098,139.8028,"Azumabashi, Sumida-ku",Tokyo,,Japan
GCMKJXKHBFGASAPKGQICNEWRWTUQSR,"2-3-1 Asakusa, Taito City, Tokyo 111-0032, Japan",35.7142,139.7969,"2-3-1 Asakusa, Taito City",Tokyo,,Japan
INWBNLXQZPVMOEQZNMUCWANROMIPXR,"1-36-3 Asakusa, Taito City, Tokyo 111-0032, Japan",35.7132,139.7968,"1-36-3 Asakusa, Taito City",Tokyo,,Japan
YCNCORDUKXHBFCYACAFAQNGFCJAPMI,"Enshoji, 4 Chome-12-9 Tsukiji, Chuo City, Tokyo 104-0045, Japan",35.6663,139.7714,"Enshoji, 4 Chome-12-9 Tsukiji, Chuo City",Tokyo,,Japan
TVGNLIVZQEDPIGOERBAHCXWKELKSKY,"6-35 Jingumae, Shibuya City, Tokyo 150-0001, Japan",35.6693,139.7053,"6-35 Jingumae, Shibuya City",Tokyo,,Japan
XYIHXFDNXKFCYPJRUISFYSELQYNQRY,"Kabukicho Ichiban-gai, Kabukicho, Shinjuku-ku, Tokyo, 160-0021",35.6956,139.7029,"Kabukicho Ichiban-gai, Kabukicho, Shinjuku-ku",Tokyo,,Japan
DKISXMUIOKXRVCHTFALYGOJANVGBGR,"1 Chome-19-1 Kabukicho, Shinjuku City, Tokyo 160-0021, Japan",35.6958,139.703,"1 Chome-19-1 Kabukicho, Shinjuku City",Tokyo,,Japan
IRASKAKSXZZXWUOKDRWHVBJGDQIYMT,"First Congregational Church of Ann Arbor, 608 E William St, Ann Arbor, MI 48104, USA",42.2782,-83.7411,"First Congregational Church of Ann Arbor, 608 E William St, Ann Arbor",Ann Arbor,MI,USA
APOURWXDFUBKHTCUUNGBQABDLRWMBI,"University of Michigan Law School, 625 S State St, Ann Arbor, MI 48109, USA",42.2743,-83.7383,"University of Michigan Law School, 625 S State St, Ann Arbor",Ann Arbor,MI,USA
QUHMVPNIKUIMJROQMKMBKZUSTTVUZC,"G.G. Brown Building, 2350 Hayward St, Ann Arbor, MI 48109, USA",42.294,-83.7138,"G.G. Brown Building, 2350 Hayward St, Ann Arbor",Ann Arbor,MI,USA
KMGAZSDDSJBKDUYAQRGVHACUSUQVAK,"University of Michigan Law Library, 801 Monroe St, Ann Arbor, MI 48109, USA",42.2742,-83.7361,"University of Michigan Law Library, 801 Monroe St, Ann Arbor",Ann Arbor,MI,USA
GMWHPAEVFVIRBTMYHJCZLCSNITVGNL," The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",22.3382,114.2653,"The Hong Kong University of Science and Technology, Clear Water Bay",Hong Kong,,China
EPYCXOLDGLNJUWTKPQDMIPYLAYYJGU," The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",22.3382,114.2653,"The Hong Kong University of Science and Technology, Clear Water Bay",Hong Kong,,China
NORCWYCVXANQKQTOQHVLQVHKOLCTAL,"Ocean Park Hong Kong, 180 Wong Chuk Hang Road, Aberdeen, Hong Kong",22.2479,114.1752,"Ocean Park Hong Kong, 180 Wong Chuk Hang Road",Hong Kong,,China
AZNXJWGXXKQOXFAWGGQHVWYKUEQSCN,"Ocean Park Hong Kong, 180 Wong Chuk Hang Road, Aberdeen, Hong Kong",22.2479,114.1752,"Ocean Park Hong Kong, 180 Wong Chuk Hang Road",Hong Kong,,China
DTVUELAIDLOUKNYXOXBVIFVJEAYRWY," The Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",22.3383,114.2642,"The Hong Kong University of Science and Technology, Clear Water Bay",Hong Kong,,China
RXGXXHBTCSLQENQAMXCLRHYSFOWOTX,"Helsinki Cathedral Unioninkatu 29, 00170 Helsinki, Finland",60.1707,24.9523,Helsinki Cathedral Unioninkatu 29,Helsinki,,Finland
VDEDAAPPXTHMGTDTVTIPMCVRGZEHKG,"Helsinki Central Railway Station, Kaivokatu 1, 00100 Helsinki, Finland",60.1723,24.9422,"Helsinki Central Railway Station, Kaivokatu 1",Helsinki,,Finland
FSENHMYFAXRNNCZJQKAONGBVBIUZPU,"Esplanadi Park (Espa), Pohjoisesplanadi, 00130 Helsinki, Finland",60.1679,24.9482,"Esplanadi Park (Espa), Pohjoisesplanadi",Helsinki,,Finland
SQRYNKRLDLOKKTNMCGLQSZYCYEZPGB,"Santo António, Macau SAR, China",22.2032,113.542,Santo António,Macau,,China
HVBJDEBSCQEQMHVVYAQACCJGIGKKQU,"Uspenski Cathedral, Kanavakatu 1, 00160 Helsinki, Finland",60.1688,24.9602,"Uspenski Cathedral, Kanavakatu 1",Helsinki,,Finland
HVTVEBPSCCPVVCTXLBGTBLOYFDQCZG,"Mannerheim Statue, Mannerheimintie, 00100 Helsinki, Finland",60.1721,24.9374,"Mannerheim Statue, Mannerheimintie",Helsinki,,Finland
PVVMTXXFOUFTMPGCHXMHTUAWUIRHYH,"Helsinki Market Square (Kauppatori), Eteläranta, 00170 Helsinki, Finland",60.1681,24.9537,"Helsinki Market Square (Kauppatori), Eteläranta",Helsinki,,Finland
ETMQZIBUJPEBDVHJQVTJEQAHQPIZDT,"Senate Square (Senaatintori), 00170 Helsinki, Finland",60.1698,24.9524,Senate Square (Senaatintori),Helsinki,,Finland
ELVJBOHDSMECFDIYNGLROPWJTEBIVJ,"Meteor Crater Natural Landmark, I-40 Exit 233, Winslow, AZ 86047",35.0285,-111.0213,"Meteor Crater Natural Landmark, I-40 Exit 233",Winslow,AZ,USA
SAHBCVSIYALJTUEMLQSTHRREDMYIPF,"Shinjuku Gyoen National Garden, Naitomachi, Shinjuku, Tokyo, Japan",35.6833,139.7137,"Shinjuku Gyoen National Garden, Naitomachi, Shinjuku",Tokyo,,Japan
TGNSXYODDGVGVGYJFGQMJVPOXHTTJO,"Shinjuku Gyoen National Garden, Naitomachi, Shinjuku, Tokyo, Japan",35.685,139.7089,"Shinjuku Gyoen National Garden, Naitomachi, Shinjuku",Tokyo,,Japan
BBNUYDOMAIEUINEPGRRTLCFXDVNZCL,"3-17, Jingumae 4-Chōme, Shibuya, Tokyo, Japan 150-0001",35.6671,139.7103,"3-17, Jingumae 4-Chōme, Shibuya",Tokyo,,Japan
CZAUVWCKGULXEGDDWPODWQJNKBGDEG,"7263 Main St, Mackinac Island, MI, United States",45.8497,-84.6169,7263 Main St,Mackinac Island,MI,USA
KBXYMMIXJCUKGKCDYYOBGJVABEQTQL,"Machinac Island State Park, Machinac Island, MI, United States",45.8665,-84.6131,"Machinac Island State Park, Machinac Island",,MI,USA
OHTEREJQUCYUMLLHNNVUQJVNJYWOQP,"149 Lower Jarvis St, Toronto ON M5E, Canada",43.6493,-79.3713,149 Lower Jarvis St,Toronto,,Canada
FHMFVFFEFLIYLEXZLCGKPGPSFDHILN,"551 South State Street, Ann Arbor, MI, United States",42.2749,-83.7401,"551 South State Street, Ann Arbor",,MI,USA
CGUAYSMPGLZONGMQRKJZAXXUCGIRDS,"77418 Isla Mujeres, Q. Roo., Mexico",21.295,-86.8156,77418 Isla Mujeres,,,Mexico
CQMUSXXISFATNMXPQWUOEGXAMEZSNM,"Calle Crucero Ruinas, 77764 Tulum, Mexico",20.2152,-87.4299,Calle Crucero Ruinas,Tulum,,Mexico
BRBBNCVVSDRNZQULLVCDEKVUBKNKRQ,"Avenida Tulum 0-597, 77760 Tulum, Mexico",20.2105,-87.465,Avenida Tulum 0-597,Tulum,,Mexico
HLAZECJFMIYXBTGKOYKZHSROSREDZE,"7 Sur, 77760 Tulum, Mexico",20.2029,-87.4734,7 Sur,Tulum,,Mexico
AOWREJLZEWQJELMDPFKPGHQGVZSIPC,"Calle Orión Sur, Tulum Pueblo, 77760 Tulum, Q. Roo., Mexico",20.2113,-87.4606,"Calle Orión Sur, Tulum Pueblo, 77760 Tulum",Tulum,,Mexico
XWVGPALIEEKCPMSSQABINRKVSZNICP,"401 St Joseph St, New Orleans, LA, United States",29.9438,-90.0692,401 St Joseph St,New Orleans,LA,USA
ULCGDHLNLWNYQYGRHRSBGFRVIURAPK,"100–114 Magazine St, New Orleans, LA, United States",29.9517,-90.0673,100–114 Magazine St,New Orleans,LA,USA
XAMLLUIUMAESMDIPETGXGTEHCOROLQ,"712 Royal St, New Orleans, LA, United States",29.9582,-90.0645,712 Royal St,New Orleans,LA,USA
QRQYFSGDPLLRUJRKVVGPPOWGIDYQMQ,"1074–1102 Baits Dr, Ann Arbor, MI, United States",42.2912,-83.7217,1074–1102 Baits Dr,Ann Arbor,MI,USA
OQOSNZFCCBKLJTQUYZEDSCNNWMKRTN,"University of Michigan, Hayward Ave, Ann Arbor, MI, United States",42.2941,-83.7127,"University of Michigan, Hayward Ave, Ann Arbor",Ann Arbor,MI,USA
JDPGBTGLRJTKRSLAILHFVLXKTKVTJF,"Benito Juárez, Q. Roo., Mexico",21.0466,-86.793,Benito Juárez,,,Mexico
UYIRLVTEWZNWPEFKTVUINCCDRMEMDB,"Michigan State University, 556 E Circle Dr, East Lansing, MI, United States",42.732,-84.4773,"Michigan State University, 556 E Circle Dr",East Lansing,MI,USA
WOYSPVWZAWPZNMUFMXOVTPGRCQRSXZ,"Carmel City Center, 10 Carter Green, Carmel, IN, United States",39.9691,-86.1298,"Carmel City Center, 10 Carter Green",Carmel,IN,USA
DMWWHFOQKFYCCDEQOBYSTBWYZWUNEK,"1901 Broadway, Nashville, TN 37203",36.1535,-86.7961,1901 Broadway,Nashville,TN,USA
DAYHHIMQAVOWJLBERIXDZOSZHKMTVC,"1705 Division St, Nashville, TN 37203",36.1517,-86.7937,1705 Division St,Nashville,TN,USA
EJBNIEFXRMXCTTOEPHDFXBGBLAXFCH,"1907 Division St, Nashville, TN 37203",36.1498,-86.7963,1907 Division St,Nashville,TN,USA
LCZIHBHBNTQCCUXNCVIHTABRPNSSUH,"112 19th Ave S, Nashville, TN 37203",36.1515,-86.7965,112 19th Ave S,Nashville,TN,USA
SOKBUIPTCDOMXUTBBCUYRDSCDQIQTP,"3601 Hillsboro Pike, Nashville, TN 37215",36.113,-86.812,3601 Hillsboro Pike,Nashville,TN,USA
TGTZWCJJRPUJFCUFKOFQMDUCHGNCKC,"Arch St &, N 10th St, Philadelphia, PA 19107",39.9538,-75.1559,"Arch St &, N 10th St",Philadelphia,PA,USA
CUHPZLSTLRCYEGUMTKHARLLPBIUSDD,"1400 John F Kennedy Blvd, Philadelphia, PA 19107",39.9531,-75.1635,1400 John F Kennedy Blvd,Philadelphia,PA,USA
CALRSNCQDDCDEFIIFGXSOEFCXSOIEQ,"1500 Market St, Philadelphia, PA 19102",39.9525,-75.1664,1500 Market St,Philadelphia,PA,USA
ZEGKBRKZKQEJETWJRHNVPIHLKJOTLL,"220 S 34th St, Philadelphia, PA 19104",39.9518,-75.1927,220 S 34th St,Philadelphia,PA,USA
DAHIQYYLGTTTTCRMFCVEERXNSDYORA,"College Hall, Philadelphia, PA 19104",39.9523,-75.1934,College Hall,Philadelphia,PA,USA
VTDNIOKKEGAYQYEXUPLGTFBTRSQKKV,"2901 Osceola Pkwy, Orlando, FL 32830",28.355,-81.5927,2901 Osceola Pkwy,Orlando,FL,USA
IVUWNQYLBWQJZFQPKDAKESJVTOEYGY,"Lake Buena Vista, FL 32830",28.355,-81.5924,Lake Buena Vista,Lake Buena Vista,FL,USA
FJCQEBSJRJQAXUTVJQONHGLFUZANCU,"530 S State St, Ann Arbor, MI 48109",42.2752,-83.7416,530 S State St,Ann Arbor,MI,USA
ZBYARUNXXQDFEBCQYJKZYRZTIRGHRN,"525 S State St, Ann Arbor, MI 48109",42.2756,-83.7396,525 S State St,Ann Arbor,MI,USA
KPTPOPNCSZJZJXLKFDISUSAVXUBJSS,"105 S State St, Ann Arbor, MI 48109",42.2808,-83.7394,105 S State St,Ann Arbor,MI,USA
FGRMQGEVTYCECMFXCBOUIEIFNXQCKB,"332 Prospect Street, Niagara Falls, NY 14303",43.0865,-79.0665,332 Prospect Street,Buffalo,NY,USA
NLZVMXDKYXSQIYDSQVKTVIOZOIQJTK,"194 Allen St, Buffalo, NY 14201",42.8995,-78.8773,194 Allen St,Buffalo,NY,USA
MSZIVTYAJRHFSQPRBJLGSWHTDVDPJU,"153 Elmwood Ave, Buffalo, NY 14201",42.9012,-78.8763,153 Elmwood Ave,Buffalo,NY,USA
NMWJLZBZERPRJQVACZQGKDGGIDJDWC,"8278 Paint Branch Drive, College Park, MD 20742",38.9921,-76.9377,8278 Paint Branch Drive,College Park,MD,USA
YKBITUORXBHBFSSWPBXUHOZSVLMOGT,"8301 Baltimore Ave, College Park, MD 20740",38.9923,-76.9326,8301 Baltimore Ave,College Park,MD,USA
NQIDMJUURDAOHYZHUXPWYOSOALQNJY,"Rainbow Fall, Hilo, HI 96720",19.7204,-155.1088,Rainbow Fall,Hilo,HI,USA
VWJPWYRFRBKRYVMTKZZWKLGUWXOPDX,"2300 Kalākaua Avenue, Honolulu, HI 96815",21.2781,-157.8273,2300 Kalākaua Avenue,Honolulu,HI,USA
LFXTWHRRDKHSHXVKMSVPOILSWSARLL,"891 Valkenburgh St, Honolulu, HI 96818",21.3675,-157.9381,891 Valkenburgh St,Honolulu,HI,USA
DVIGIJOOKKNRYSKVDBCEIHAOCDQWZO,"2330 Kalākaua Ave, Honolulu, HI 96815",21.2782,-157.8268,2330 Kalākaua Ave,Honolulu,HI,USA
ZONILMBXBLVKPVXYEGXPNPVNFLLZQS,"75-5713 Ali‘i Dr, Kailua-Kona, HI 96740",19.6398,-155.9937,75-5713 Ali‘i Dr,Kailua-Kona,HI,USA
SJNOEOSLVTJLKUTLSYUSCKPLBFVAWC,"Bryson City, NC 28713",35.5811,-83.497,,Bryson City,NC,USA
RNFODRPBBDALVQNWCXCNDOATWXZNHC,"900 Parkway, Gatlinburg, TN 37738",35.711,-83.5188,900 Parkway,Gatlinburg,TN,USA
NPTCRNEYPLYRLVNORJGPWKCLHKVKKJ,"428 Broadway, Nashville, TN 37203",36.1608,-86.7781,428 Broadway,Nashville,TN,USA
DGCLGHLDMSGUBKAFAEDGEDPXYFMJNG,"1400 S DuSable Lake Shore Dr, Chicago, IL 60605",41.8664,-87.617,1400 S DuSable Lake Shore Dr,Chicago,IL,USA
BLEAYLZTARSQOFUFJXWKIPXXPIWLXA,"600 E Grand Ave, Chicago, IL 60611",41.8922,-87.605,600 E Grand Ave,Chicago,IL,USA
NSEIEIKOBOHGGEYYVSEJEAISQOLHNT,"4298 Campus Dr, College Park, MD 20742",38.9891,-76.9364,4298 Campus Dr,College Park,MD,USA
TOTQDNJCDFRLSGANHYXKARVZBLPRSQ,"9900 Stoneybrook Drive, Kensington, MD 20895",39.0142,-77.0656,9900 Stoneybrook Drive,Kensington,MD,USA
SJPDBZHPZEFIYKHDKJDLCPAOUGLOBM,"Tallyrand Park, W High St, Bellefonte, PA 16823",40.9114,-77.781,"Tallyrand Park, W High St",Bellefonte,PA,USA
QFVZWNHTGYQPECGWXSSFOVKZCINBSO,"3219 M St NW, Washington, DC 20007",38.9056,-77.0635,3219 M St NW,Washington,DC,USA
NVWUILTCCHNZSIHWXQGCVPYBPHVELK,"Great Falls Park, McLean, VA 22102",38.9965,-77.2535,Great Falls Park,McLean,VA,USA
VRFIDROEDMXOABULJUJNSWIQZBPKIG,"1901 Broadway, Nashville, TN 37203",36.1508,-86.7964,1901 Broadway,Nashville,TN,USA
TZEUFZULSMVJBPXFLTBYTOEMNZWZRK,"17515 Preserve Walk Ln, Tampa, FL 33647",28.1284,-82.368,17515 Preserve Walk Ln,Tampa,FL,USA
YMGKSOTZZNZDBHPNXOLOSAUDMGJREH,"19910 Bruce B Downs Blvd, Tampa, FL 33647",28.157,-82.3565,19910 Bruce B Downs Blvd,Tampa,FL,USA
FFIWMKEZKVPJWUMVXLIPXSJTYOOIBE,"1 Dock St, Annapolis, MD 21401",38.977,-76.4858,1 Dock St,Annapolis,MD,USA
CMAXQAAFLDASJULLBBCPGVWZMFFNTJ,"87 Main St, Annapolis, MD 21401",38.9773,-76.4867,87 Main St,Annapolis,MD,USA
IRBTMYHJCZLCSNITVGNLEPYCXOLDGL,"1000 Marshall Dr, Arlington, VA 22209",38.8905,-77.0697,1000 Marshall Dr,Arlington,VA,USA
NJUWTKPQDMIPYLAYYJGUNORCWYCVXA,"McIntyre Square Drive, McCandless, PA 15237",40.5535,-80.0159,McIntyre Square Drive,McCandless,PA,USA
NQKQTOQHVLQVHKOLCTALAZNXJWGXXK,"7th Street, Tuscaloosa, AL 35401",33.209,-87.567,7th Street,Tuscaloosa,AL,USA
QOXFAWGGQHVWYKUEQSCNXGGVMDFROH,"119 North Broad Street, Philadelphia, PA 19107",39.955,-75.163,119 North Broad Street,Philadelphia,PA,USA
QSHKJUDXHMURDSDYXNRZDTVUELAIDL,"1198 Ohio Drive Southwest, Washington, DC 20242",38.8607,-77.0243,1198 Ohio Drive Southwest,Washington,DC,USA
OUKNYXOXBVIFVJEAYRWYRXGXXHBTCS,"Filmore Street, Pittsburgh, PA 15213",40.444,-79.9427,Filmore Street,Pittsburgh,PA,USA
LQENQAMXCLRHYSFOWOTXVDEDAAPPXT,"Madison Drive Northwest, Washington, DC 20565",38.8909,-77.0234,Madison Drive Northwest,Washington,DC,USA
HMGTDTVTIPMCVRGZEHKGFSENHMYFAX,"Smithsonian Pollinator Garden Path, Washington, DC 20408",38.8915,-77.0243,Smithsonian Pollinator Garden Path,Washington,DC,USA
RNNCZJQKAONGBVBIUZPUSQRYNKRLDL,"Constitution Avenue Northwest, Washington, DC 20224",38.8918,-77.0259,Constitution Avenue Northwest,Washington,DC,USA
OKKTNMCGLQSZYCYEZPGBHVBJDEBSCQ,"318 Dulany Street, Alexandria, VA 22314",38.8044,-77.0631,318 Dulany Street,Alexandria,VA,USA
EQMHVVYAQACCJGIGKKQUHVTVEBPSCC,"Rose Walk, New Haven, CT 06511",41.3109,-72.9283,Rose Walk,New Haven,CT,USA
PVVCTXLBGTBLOYFDQCZGPVVMTXXFOU,"1499 Massachusetts Avenue Northwest, Washington, DC 20005",38.9066,-77.0345,1499 Massachusetts Avenue Northwest,Washington,DC,USA
FTMPGCHXMHTUAWUIRHYHETMQZIBUJP,"Tunnel Boulevard, Pittsburgh, PA 15203",40.4282,-79.9655,Tunnel Boulevard,Pittsburgh,PA,USA
EBDVHJQVTJEQAHQPIZDTELVJBOHDSM,"1101 Arch Street, Philadelphia, PA 19107",39.955,-75.1627,1101 Arch Street,Philadelphia,PA,USA
ECFDIYNGLROPWJTEBIVJZPIYXWGHUS,"Filmore Street, Pittsburgh, PA 15213",40.4444,-79.943,Filmore Street,Pittsburgh,PA,USA
MZMZMNTKLDTOQUFWXHSIHERNVGELMU,"Hell Gate Greenway Path, New York, NY 11102",40.7847,-73.9247,Hell Gate Greenway Path,New York,NY,USA
DBQADSNOVUNHDXZYQCBEASDQUOJVHI,"1200 Market Street, Philadelphia, PA 19107",39.9519,-75.1601,1200 Market Street,Philadelphia,PA,USA
UNGTEXFCBUVTTYMUKYAZOJOHERRUJG,"777 Chick Hearn Court, Los Angeles, CA 90015",34.0441,-118.268,777 Chick Hearn Court,Los Angeles,CA,USA
IIYTHPTVXPBFWKRUGOFATAKGFRXATU,"5 South Columbus Drive, Chicago, IL 60601",41.8825,-87.6213,5 South Columbus Drive,Chicago,IL,USA
XZDNVQYYZBLIDDUNYZKJFLGLLGDKNI,"Lakefront Trail, Chicago, IL 60603",41.8847,-87.613,Lakefront Trail,Chicago,IL,USA
RLLUVTUNOQCGQHTGBHOZRSONWKLFTO,"Bennett Road, Lansing Charter Township, MI 48824",42.6978,-84.4977,Bennett Road,Lansing Charter Township,MI,USA
JSCAPRPXQNGBTEHGOOUWUZEYBGARXO,"111 East 125th Street, New York, NY 10035",40.805,-73.9382,111 East 125th Street,New York,NY,USA
ENOEISODJKOAPYCTZPSHLBKJHVLUUH,"Horseshoe Bend Trail, Page, AZ 86040",36.879,-111.5107,Horseshoe Bend Trail,Page,AZ,USA
BBQLXKEOYRKGWYJBEOEHMJILGAREUK,"6801 Hollywood Boulevard, Los Angeles, CA 90028",34.1029,-118.3393,6801 Hollywood Boulevard,Los Angeles,CA,USA
ITTEDEQVNESXFWFVWNMXBNQTFADUZK,"4000 Warner Boulevard, Burbank, CA 91522",34.1473,-118.3417,4000 Warner Boulevard,Burbank,CA,USA
ZIDKOQOIEDDSMCSEUNOFUNOKSBPWLQ,"Cook Street, Indian Wells, CA 92210",33.7232,-116.3564,Cook Street,Indian Wells,CA,USA
HPHUUYLLPVAEYYLVYRJKLRMYJIXOTD,"Capital Beltway (Local), Huntington, VA 22332",38.7996,-77.0699,Capital Beltway (Local),Huntington,VA,USA
LBRSXRRWMLUVEABDEQAMRCGHEIUHUO,"Hospitality Row, Palm Desert, CA 92210",33.7215,-116.3624,Hospitality Row,Palm Desert,CA,USA
OSUXDUEADDDYHYQWJGEOGHAPZWAQJC,"4000 Warner Boulevard, Burbank, CA 91522",34.1515,-118.3357,4000 Warner Boulevard,Burbank,CA,USA
OKNXDLBJSCRHPDLAFGNFITKBKMVHVO,"480 New England Road, Guilford, CT 06437",41.3191,-72.7161,480 New England Road,Guilford,CT,USA
BGPMFGUQDSKMSKABPLYCJOCXQXQAIC,"Terminal 3 Arrivals, Paradise, NV 89119",36.0874,-115.1372,Terminal 3 Arrivals,Paradise,NV,USA
QBRMHNSVIIIRWTWWEWYUWBQIQWJTEN,"Sonny Bono Memorial Freeway, Palm Springs, CA 92264",33.9223,-116.679,Sonny Bono Memorial Freeway,Palm Springs,CA,USA
QSHGXPCQEUWIDTIGFBOKTMKBFOKXBL,"5th Avenue, New York, NY 10035",40.7548,-73.9802,5th Avenue,New York,NY,USA
NDOWFEBRAHZTGRDQWXJMRSLJHBLEKX,"Veterans Memorial Highway, Littlefield, AZ 86432",36.9575,-113.7576,Veterans Memorial Highway,Littlefield,AZ,USA
NXCZCIUPMHDHEICVZFSBQRAADWHNNO,"58 North 2260 West, Hurricane, UT 84737",37.1768,-113.3286,58 North 2260 West,Hurricane,UT,USA
IKKZBKUPIXCIXRRMDYWLVIJUCYAHBL,"Via del Nord, Paradise, NV 89158",36.1123,-115.1733,Via del Nord,Paradise,NV,USA
UXNUOTAMGIZFNFOZDYDEQDCRAZOJSY,"Universal Entrance Plaza South, Orlando, FL 32819",28.4745,-81.4662,Universal Entrance Plaza South,Orlando,FL,USA
JSPUPJWFUZHSRKMYYTKBPOJWQQHBHG,"1225 Amsterdam Avenue, New York, NY 10027",40.8097,-73.959,1225 Amsterdam Avenue,New York,NY,USA
IWEENPEQVUGIELIHYKJPBFSOFVLONE,"615‑27 15th Street Northwest, Washington, DC 20005",38.8974,-77.0336,615‑27 15th Street Northwest,Washington,DC,USA
CMALOQASEPPUBWJKIOHJJQRZYJFXHO,"1000 Universal Studios Plaza, Orlando, FL 32819",28.4767,-81.4676,1000 Universal Studios Plaza,Orlando,FL,USA
XCGLPXFZLUNILSXXDDXQBNXKHGFJPG,"1964 Independence Avenue Southwest, Washington, DC 20227",38.8895,-77.0411,1964 Independence Avenue Southwest,Washington,DC,USA
QUCSQMYCPGAPVOVFQEHASYTTOHGHZF,"3200 Mount Vernon Memorial Highway, Mount Vernon, VA 22121",38.7082,-77.087,3200 Mount Vernon Memorial Highway,Mount Vernon,VA,USA
NFLDJUVXOVSBDGGEGHYJHKHTJDQJJB,"East Broadway, Village of Port Jefferson, NY 11777",40.9476,-73.07,East Broadway,Village of Port Jefferson,NY,USA
WLCXHPRFYROWOAMVTOASLRTUAUOBGD,"South Water Street, New Haven, CT 06519",41.2805,-72.9295,South Water Street,New Haven,CT,USA
OOBZGIHBNGKYXDPJSNGMWSFEJWRQDC,"Queens-Midtown Tunnel, New York, NY 11109",40.7422,-73.9587,Queens-Midtown Tunnel,New York,NY,USA
WKMLNHGXXPJPRXCOLQOFCABIUIQZQO,"20 Church Street, New Haven, CT 06510",41.3032,-72.9279,20 Church Street,New Haven,CT,USA
GTXWPRXLHQHQBZFPJSABYCINGOUNYD,"Mosholu-Pelham Greenway, New York, NY 10475",40.8735,-73.8106,Mosholu-Pelham Greenway,New York,NY,USA
KHPABICEJBSQEBKMFWPAXLBCZWPAIM,"Duffy Square, New York, NY 10036",40.759,-73.9849,Duffy Square,New York,NY,USA
COILPBBHNOGXVLZPGVLGYDNZQPMPXJ,"PATH Parkway, Atlanta, GA 30332",33.7743,-84.398,PATH Parkway,Atlanta,GA,USA
FLHLQNKWHKNBGDCXAVNCMPCZQLWGVI,"Pryor Street Southwest, Atlanta, GA 30315",33.7515,-84.3909,Pryor Street Southwest,Atlanta,GA,USA
YGYNOZUIBBVKJNXKPCIDGJHFQUFXTN,"Championship Plaza, Newark, NJ 07102",40.7343,-74.1697,Championship Plaza,Newark,NJ,USA
